GEO_CODE,Pakistani,Bangladeshi,Back_African
E02000001,0.00543826,0.035508637,0.014715291
E02000002,0.025484566,0.023689878,0.139626705
E02000003,0.06545797,0.051330351,0.112550035
E02000004,0.007400958,0.013495864,0.097518502
E02000005,0.031960997,0.031960997,0.150595883
E02000007,0.008982827,0.017965654,0.235931308
E02000008,0.022790884,0.019192323,0.157936825
E02000009,0.04494382,0.024879615,0.167201712
E02000010,0.012576933,0.027294621,0.187316029
E02000011,0.015132409,0.042875158,0.19924338
E02000012,0.107954545,0.215662055,0.072134387
E02000013,0.01516428,0.02415052,0.164841337
E02000014,0.009526197,0.025570318,0.19077463
E02000015,0.006535948,0.016042781,0.262626263
E02000016,0.084893562,0.060015389,0.233393178
E02000017,0.20990099,0.090523338,0.097595474
E02000018,0.025089606,0.034306196,0.174603175
E02000019,0.022337238,0.029419777,0.213020975
E02000020,0.072452637,0.073988735,0.205837174
E02000021,0.016969336,0.023816612,0.273891039
E02000022,0.054833373,0.040179627,0.327345781
E02000023,0.019594819,0.05181003,0.344071737
E02000024,0.006769564,0.005415651,0.022474953
E02000025,0.008014248,0.005639656,0.040071238
E02000026,0.003725166,0.00455298,0.033940397
E02000027,0.005842012,0.008128016,0.081534163
E02000028,0.0125,0.005241935,0.045967742
E02000029,0.007658643,0.003555799,0.046498906
E02000030,0.016790442,0.002583145,0.035841137
E02000031,0.007153076,0.007868383,0.050786838
E02000032,0.015726496,0.011965812,0.023247863
E02000033,0.009433962,0.008046615,0.055493896
E02000034,0.010664479,0.010117583,0.046759639
E02000035,0.010355444,0.006717045,0.042821159
E02000036,0.021417179,0.005923901,0.109820005
E02000037,0.016020236,0.004777965,0.094435076
E02000038,0.013723285,0.008998875,0.056917885
E02000039,0.022299116,0.00615148,0.062283737
E02000040,0.02158516,0.008768971,0.09005059
E02000041,0.028192839,0.007893995,0.093600226
E02000042,0.018657473,0.007097952,0.039342932
E02000043,0.018284994,0.004098361,0.021752837
E02000044,0.018136851,0.009068425,0.114591921
E02000045,0.007659746,0.00624874,0.064503124
E02000046,0.012091234,0.006045617,0.03215169
E02000047,0.021747425,0.012399847,0.129912247
E02000048,0.021857923,0.004038964,0.056783084
E02000049,0.012711864,0.008225324,0.261964108
E02000050,0.0101635,0.009500663,0.073353955
E02000051,0.01393534,0.006688963,0.057971014
E02000052,0.00815827,0.006118703,0.046706098
E02000053,0.042678614,0.003301108,0.103984909
E02000054,0.019174898,0.009006392,0.091807089
E02000055,0.010576731,0.003192975,0.065655558
E02000056,0.012281659,0.002183406,0.02319869
E02000057,0.013472137,0.002449479,0.04654011
E02000058,0.012436665,0.003224321,0.038922156
E02000059,0.036942131,0.009822763,0.081998719
E02000060,0.008098103,0.00532161,0.039796391
E02000061,0.012122845,0.004310345,0.036099138
E02000062,0.022583859,0.011956161,0.115908336
E02000063,0.01971831,0.013458529,0.088262911
E02000064,0.01076716,0.012113055,0.08512786
E02000065,0.007074137,0.005942275,0.431239389
E02000066,0.005072464,0.001449275,0.329710145
E02000067,0.002581978,0.003356571,0.171959721
E02000068,0.004783259,0.002391629,0.203587444
E02000069,0.010008703,0.003046127,0.134029591
E02000070,0.003254973,0.002169982,0.070162749
E02000071,0.00069541,0.003129346,0.055632823
E02000072,0.002258186,0.002258186,0.219608581
E02000073,0.005980239,0.003120125,0.042641706
E02000074,0.003581895,0.003256268,0.115597525
E02000075,0.003412969,0.002654532,0.032233599
E02000077,0.007028112,0.004685408,0.041834003
E02000078,0.000704225,0.001408451,0.045070423
E02000079,0.001348163,0.007751938,0.022581732
E02000080,0.002598903,0.007219174,0.049379151
E02000081,0.003533569,0.005496663,0.034157833
E02000082,0.002124431,0.007587253,0.033687405
E02000083,0.001829587,0.0060115,0.053319394
E02000084,0.001877179,0.002413516,0.032984714
E02000085,0.00558109,0.00558109,0.023965857
E02000086,0.000752162,0.002256487,0.013915006
E02000087,0.003611557,0.002407705,0.02046549
E02000088,0.005862953,0.001465738,0.012825211
E02000089,0.00331004,0.002206694,0.022066936
E02000090,0.001473622,0.004126142,0.018567639
E02000091,0.009080258,0.009373169,0.023432923
E02000092,0.005496663,0.004711425,0.043580683
E02000093,0.041080844,0.009666081,0.058216169
E02000094,0.069811321,0.011859838,0.078436658
E02000095,0.049420071,0.004538578,0.040847201
E02000096,0.041484716,0.005094614,0.018922853
E02000097,0.059983103,0.007603492,0.047873838
E02000098,0.05738476,0.008153026,0.056444026
E02000099,0.053204966,0.009880922,0.062832531
E02000100,0.064848316,0.003061508,0.033676593
E02000101,0.049627792,0.008933002,0.104962779
E02000102,0.079597438,0.005184507,0.11558402
E02000103,0.063399779,0.007475083,0.118770764
E02000104,0.058779483,0.006739049,0.051291651
E02000105,0.060659011,0.004742886,0.052171742
E02000106,0.055140598,0.006810193,0.110720562
E02000107,0.046671625,0.004276683,0.07084418
E02000108,0.062386652,0.005077983,0.05513239
E02000109,0.064196365,0.009912674,0.069388718
E02000110,0.048224008,0.006481722,0.050298159
E02000111,0.061258278,0.008987701,0.052034059
E02000112,0.059210526,0.008603239,0.065283401
E02000113,0.033059906,0.013422819,0.218990803
E02000114,0.038899234,0.00496586,0.059797227
E02000115,0.010316369,0.002063274,0.061439707
E02000116,0.034068136,0.005761523,0.105961924
E02000117,0.0361861,0.004977982,0.195481524
E02000118,0.04391468,0.007528231,0.046925972
E02000119,0.02709848,0.002643754,0.250826173
E02000120,0.011726877,0.000756573,0.048231511
E02000121,0.042967774,0.005495878,0.033474894
E02000122,0.031986988,0.0056926,0.059365682
E02000123,0.021890547,0.001847903,0.129068941
E02000124,0.00970696,0.001465201,0.045787546
E02000125,0.017113095,0.005394345,0.052083333
E02000126,0.016892827,0.003323179,0.226253115
E02000127,0.001923605,0.000824402,0.073646606
E02000128,0.004690117,0.008710218,0.016080402
E02000130,0.006948305,0.008615898,0.077265147
E02000131,0.006018054,0.003209629,0.091474423
E02000132,0.004559635,0.00287977,0.041516679
E02000133,0.008229198,0.003047851,0.019506248
E02000134,0.002196924,0.004194128,0.033353305
E02000135,0.003830602,0.015322409,0.143434773
E02000136,0.003731343,0.002132196,0.036780384
E02000137,0.002587322,0.001293661,0.03072445
E02000138,0.005505181,0.001619171,0.027202073
E02000139,0.002359882,0.007669617,0.037463127
E02000140,0.003335355,0.008489994,0.073377805
E02000141,0.005291005,0.012138189,0.078120137
E02000142,0.006263702,0.004697776,0.021609771
E02000144,0.002702703,0.003513514,0.035135135
E02000145,0.002642396,0.00616559,0.099530241
E02000146,0.005244755,0.003205128,0.01981352
E02000147,0.012929293,0.006060606,0.012525253
E02000148,0.00698324,0,0.021880819
E02000149,0,0.005708529,0.042646071
E02000150,0.006524725,0.004120879,0.028502747
E02000151,0.001574183,0.007870917,0.016922471
E02000152,0.001605136,0.011235955,0.0429374
E02000153,0.001533154,0.001533154,0.012265236
E02000154,0.005743001,0.004307251,0.029073941
E02000155,0.000914077,0.005941499,0.042047532
E02000156,0.002651816,0.003447361,0.010342084
E02000157,0.01073493,0.003303055,0.011560694
E02000158,0.000410509,0.003284072,0.052545156
E02000159,0.003255814,0,0.020465116
E02000160,0.00155159,0,0.008145849
E02000161,0.00266223,0.00266223,0.027287854
E02000162,0.004480287,0.003584229,0.015232975
E02000163,0.000397772,0.002784407,0.011933174
E02000165,0.002659574,0.002659574,0.010258359
E02000166,0.002333042,0.019247594,0.043744532
E02000167,0.004671533,0.002627737,0.01810219
E02000168,0.001959824,0.027437531,0.033072024
E02000169,0.009773977,0.003970678,0.016188149
E02000170,0.009752778,0.00952597,0.022227262
E02000171,0.002602134,0.026541764,0.021857923
E02000172,0.005805515,0.075886378,0.075679038
E02000173,0.012715034,0.011717776,0.015457492
E02000174,0.004682844,0.046828438,0.062792678
E02000175,0.007608696,0.016485507,0.037318841
E02000176,0.007533482,0.003348214,0.010602679
E02000177,0.003932707,0.066200568,0.069040856
E02000178,0.006577595,0.02651593,0.068653649
E02000179,0.00780762,0.042785759,0.069331668
E02000180,0.00711069,0.049063759,0.063522162
E02000181,0.009020619,0.011383162,0.01782646
E02000182,0.015120071,0.024014231,0.045656685
E02000183,0.00269179,0.026648721,0.040107672
E02000184,0.005716799,0.089709763,0.070140721
E02000185,0.00589391,0.042485265,0.092583497
E02000186,0.003301321,0.027611044,0.056722689
E02000187,0.006113769,0.182881446,0.111111111
E02000188,0.008092797,0.168060426,0.085244133
E02000189,0.011451667,0.133041428,0.133041428
E02000190,0.01621047,0.073877226,0.062184427
E02000191,0.009441597,0.033450229,0.053682223
E02000192,0.008413462,0.133413462,0.073617788
E02000193,0.007415254,0.039989407,0.047934322
E02000194,0.010471204,0.005473584,0.097572584
E02000195,0.062713797,0.013968073,0.090649943
E02000196,0.086515715,0.031429537,0.098006083
E02000197,0.083118224,0.01135777,0.117191533
E02000198,0.035939643,0.006584362,0.180521262
E02000199,0.024444444,0.0075,0.165833333
E02000200,0.021052632,0.001797176,0.151476252
E02000201,0.01014456,0.008622876,0.176008116
E02000202,0.094537815,0.009003601,0.141956783
E02000203,0.047360483,0.008144796,0.161387632
E02000204,0.107260309,0.014166456,0.122438654
E02000206,0.020322355,0.00840925,0.180565288
E02000207,0.020216963,0.012573964,0.138313609
E02000208,0.054619159,0.015361639,0.167271176
E02000209,0.048728246,0.009370817,0.106291834
E02000210,0.025210084,0.004838299,0.093710211
E02000211,0.018431514,0.002891218,0.044813878
E02000212,0.047668394,0.007512953,0.129274611
E02000213,0.046074704,0.012301499,0.141131738
E02000214,0.029121864,0.008512545,0.042114695
E02000215,0.022489643,0.007891103,0.074570921
E02000216,0.022895126,0.007754801,0.043574594
E02000217,0.020174135,0.007432576,0.094075175
E02000218,0.018383761,0.016851781,0.172730755
E02000219,0.022462562,0.009151414,0.034109817
E02000220,0.020659515,0.00476758,0.079856973
E02000221,0.024126838,0.011259191,0.118795956
E02000222,0.014227086,0.007113543,0.049521204
E02000223,0.008830613,0.001070377,0.169654803
E02000224,0.016165627,0.006239365,0.053318208
E02000225,0.005770536,0.003394433,0.106924644
E02000226,0.021748223,0.00334588,0.037222919
E02000227,0.010981623,0.004034065,0.056925146
E02000228,0.021450021,0.002574003,0.021021021
E02000229,0.007430583,0.002737583,0.108721158
E02000230,0.026680349,0.00846588,0.038737814
E02000231,0.044453507,0.004078303,0.030995106
E02000232,0.014326648,0.00286533,0.023877746
E02000233,0.022195799,0.005152596,0.037257233
E02000234,0.013716962,0.006691201,0.038139846
E02000235,0.008637613,0.004711425,0.036120927
E02000236,0.011449016,0.001788909,0.021824687
E02000237,0.002542373,0.001271186,0.022457627
E02000238,0.043251305,0.005717127,0.045239871
E02000239,0.066759003,0.010249307,0.031301939
E02000240,0.032187432,0.00722575,0.093058901
E02000241,0.034859155,0.002816901,0.051408451
E02000242,0.054873646,0.009025271,0.013718412
E02000243,0.040231469,0.009093414,0.051253789
E02000244,0.033925174,0.004755866,0.038998098
E02000245,0.044558466,0.006481231,0.119092628
E02000246,0.048753766,0.005204054,0.116132566
E02000247,0.043958378,0.007007857,0.087704396
E02000248,0.024465692,0.005061867,0.028965129
E02000249,0.041439806,0.004234725,0.054748941
E02000250,0.011231603,0.003098373,0.01510457
E02000251,0.096834264,0.005896958,0.039106145
E02000252,0.021629889,0.005462093,0.083242298
E02000253,0.025429886,0.002664083,0.076289659
E02000254,0.10435748,0.010824313,0.028309742
E02000255,0.024066798,0.003438114,0.07367387
E02000256,0.018075117,0.003521127,0.028169014
E02000257,0.013745218,0.00085022,0.026073402
E02000258,0.015389653,0.002619515,0.042894565
E02000259,0.021524991,0.001459321,0.032834732
E02000260,0.091810711,0.011901388,0.045905356
E02000261,0.035316336,0.003210576,0.073087819
E02000262,0.022512382,0.007879334,0.050202611
E02000263,0.154196487,0.01930167,0.039470831
E02000264,0.021036024,0.004207205,0.027083881
E02000265,0.029129663,0.003552398,0.051865009
E02000266,0.083880653,0.008256709,0.141114656
E02000267,0.017867778,0.002084574,0.033353186
E02000268,0.017319964,0.00319052,0.030082042
E02000269,0.008711248,0.003074558,0.015885217
E02000270,0.016041397,0.007761966,0.14152652
E02000271,0.010655473,0.001937359,0.01549887
E02000272,0.022278117,0.001077973,0.013295005
E02000274,0.107225657,0.007148377,0.073608964
E02000275,0.084311633,0.005691925,0.06794735
E02000276,0.001184483,0.002961208,0.021024578
E02000277,0.002672903,0.012028065,0.136986301
E02000278,0.006264683,0.015400679,0.153745758
E02000279,0.006477883,0.009254118,0.186007773
E02000280,0.002862049,0.004579279,0.040641099
E02000281,0.005540166,0.011583984,0.085872576
E02000282,0.004730369,0.016319773,0.165562914
E02000283,0.005039194,0.020716685,0.130739082
E02000284,0.005902192,0.008993817,0.039629005
E02000285,0.001692763,0.010156581,0.027084215
E02000286,0.008009858,0.00831793,0.035120148
E02000287,0.010575296,0.00465313,0.04357022
E02000288,0.008991651,0.081353029,0.168486405
E02000289,0.012567325,0.011220826,0.023339318
E02000290,0.01338766,0.056461001,0.218568102
E02000291,0.005145356,0.009261641,0.080524826
E02000292,0.005463124,0.017382667,0.062825925
E02000293,0.010505253,0.006503252,0.028014007
E02000294,0.009028728,0.044049248,0.166621067
E02000295,0.014992928,0.009618105,0.038189533
E02000296,0.012329074,0.009863259,0.047522977
E02000297,0.019368296,0.010429082,0.037246722
E02000298,0.004330446,0.004330446,0.024650233
E02000299,0.010828507,0.026945354,0.19491312
E02000300,0.010677157,0.02304018,0.165495926
E02000301,0.007929515,0.024008811,0.200881057
E02000302,0.015292354,0.012893553,0.050374813
E02000303,0.008556445,0.051614684,0.183825559
E02000304,0.01116218,0.009192383,0.019697965
E02000305,0.013670364,0.007737942,0.034562806
E02000306,0.004624277,0.036300578,0.254566474
E02000307,0.011156925,0.022071307,0.095076401
E02000308,0.009844869,0.022076372,0.072494033
E02000309,0.00716768,0.018679409,0.18570808
E02000311,0.016662914,0.022517451,0.074983112
E02000312,0.011608961,0.014867617,0.055397149
E02000313,0.005126452,0.002050581,0.382433356
E02000314,0.00792664,0.008548337,0.403947777
E02000315,0.00578762,0.009562154,0.351534977
E02000316,0.009646856,0.008440999,0.182945736
E02000317,0.010436693,0.008514144,0.274100522
E02000318,0.037476723,0.010242086,0.179469274
E02000319,0.025165821,0.013265704,0.225712056
E02000320,0.011875655,0.005588543,0.209221097
E02000321,0.019414484,0.006471495,0.248690293
E02000323,0.016132285,0.008267796,0.275055455
E02000324,0.015161087,0.012950095,0.136449779
E02000326,0.008273894,0.006562054,0.094436519
E02000327,0.005266623,0.00757077,0.300197498
E02000328,0.004356568,0.002010724,0.04189008
E02000329,0.028204065,0.00290336,0.131895479
E02000331,0.012025143,0.007925663,0.128996994
E02000332,0.013637913,0.004432322,0.116945107
E02000333,0.003037462,0.002024975,0.040499494
E02000334,0.010150376,0.012406015,0.10112782
E02000335,0.000819336,0.002048341,0.02007374
E02000337,0.005590062,0.002484472,0.07515528
E02000339,0.002386635,0.001431981,0.021479714
E02000340,0.003656307,0.009597806,0.047074954
E02000341,0.006467508,0.004927626,0.080689868
E02000342,0.007791328,0.007452575,0.049796748
E02000343,0.003374104,0.008435259,0.059046816
E02000344,0.006541648,0.010902747,0.037941561
E02000345,0.004940424,0.009009009,0.051438535
E02000346,0.007150518,0.025741866,0.201644619
E02000347,0.005194012,0.010082493,0.069966392
E02000348,0.003458213,0.01815562,0.123054755
E02000350,0.00615503,0.015002885,0.057318715
E02000351,0.004427334,0.016361886,0.054282964
E02000352,0.005491329,0.017630058,0.053179191
E02000353,0.00966944,0.01281763,0.040926467
E02000354,0.010796496,0.040130373,0.125687513
E02000355,0.018350702,0.023334844,0.074988672
E02000356,0.004316547,0.010791367,0.042925659
E02000357,0.005128205,0.02967033,0.298901099
E02000358,0.009003215,0.019131833,0.079099678
E02000359,0.018979834,0.022241993,0.103499407
E02000360,0.006576728,0.023777403,0.192580101
E02000361,0.00492942,0.019717679,0.108671297
E02000362,0.004370902,0.016546987,0.133624727
E02000363,0.007411631,0.037058153,0.224249335
E02000364,0.00539531,0.022203777,0.0730442
E02000365,0.004082188,0.013063002,0.067900395
E02000366,0.007037127,0.021111381,0.111623392
E02000367,0.004176412,0.023220849,0.079351821
E02000368,0.006927465,0.039119804,0.153626732
E02000369,0.004815676,0.018930588,0.142311524
E02000370,0.003412193,0.020928116,0.130345769
E02000371,0.003282432,0.012273441,0.091051805
E02000372,0.013041556,0.00397878,0.104774536
E02000373,0.009219625,0.021731972,0.216002634
E02000374,0.010040161,0.012621916,0.082042456
E02000375,0.01761767,0.004470155,0.102287668
E02000376,0.007341772,0.004050633,0.061772152
E02000377,0.005140187,0.00771028,0.072663551
E02000378,0.007115629,0.003049555,0.055400254
E02000379,0.005887075,0.005887075,0.067968959
E02000380,0.005866115,0.003450656,0.037612146
E02000381,0.005773672,0.003233256,0.042032333
E02000382,0.004587156,0.004587156,0.073394495
E02000383,0.00926276,0.00415879,0.0536862
E02000384,0.007762313,0.009368308,0.074411135
E02000385,0.006021074,0.001003512,0.028349222
E02000386,0.009047619,0.008571429,0.085
E02000387,0.00767641,0.002952465,0.044877473
E02000388,0.007473531,0.000415196,0.039028441
E02000389,0.003213958,0.003213958,0.018135904
E02000390,0.006065619,0.005514199,0.033085194
E02000391,0.003831418,0.00587484,0.024010217
E02000392,0.003312413,0.0041841,0.04707113
E02000393,0.005387931,0.002693966,0.013200431
E02000394,0.008104457,0.003601981,0.054705088
E02000395,0.002630714,0.001973035,0.018086156
E02000396,0.007731192,0.004460303,0.043710972
E02000397,0.007422068,0.014844137,0.06630381
E02000398,0.009402283,0.017461383,0.251511081
E02000400,0.01066517,0.015155768,0.102722425
E02000401,0.011247444,0.028970688,0.13190184
E02000402,0.007675088,0.021426287,0.155740326
E02000403,0.005239717,0.015719151,0.067854336
E02000404,0.007555943,0.028480093,0.103458297
E02000405,0.004136505,0.006549466,0.02688728
E02000406,0.009499136,0.026194588,0.063039724
E02000407,0.012658228,0.022372682,0.159552546
E02000408,0.008220787,0.017322372,0.169700528
E02000409,0.011949471,0.016729259,0.190167293
E02000410,0.003109453,0.001243781,0.013681592
E02000411,0.018962963,0.014814815,0.180444444
E02000412,0.009274874,0.023046655,0.100337268
E02000413,0.003058104,0.003975535,0.024770642
E02000414,0.005792683,0.029268293,0.13445122
E02000415,0.007965686,0.035845588,0.062806373
E02000416,0.005189414,0.011935651,0.062532434
E02000417,0.00304971,0.002134797,0.024397682
E02000418,0.001684211,0.002526316,0.018105263
E02000419,0.009063444,0.020218452,0.051127121
E02000420,0.00576535,0.020466993,0.129432113
E02000421,0.004730106,0.021702838,0.150250417
E02000422,0.010053058,0.030996928,0.134320022
E02000423,0.006367583,0.025180897,0.045730825
E02000424,0.007454739,0.005857295,0.041001065
E02000425,0.005483208,0.012337217,0.064770391
E02000426,0.007709605,0.003854802,0.031480887
E02000427,0.010849431,0.022757343,0.049748611
E02000428,0.008223201,0.015565345,0.144787078
E02000429,0.003539823,0.003539823,0.018584071
E02000430,0.002394063,0.002154656,0.019391908
E02000431,0.005367687,0.001341922,0.01986044
E02000432,0.00162206,0.005406867,0.036766694
E02000433,0.024599329,0.007454342,0.038762579
E02000434,0.028366584,0.00467581,0.06701995
E02000435,0.018558173,0.004639543,0.051748751
E02000436,0.033146067,0.004494382,0.020786517
E02000437,0.029860229,0.013659466,0.053367217
E02000438,0.024350649,0.004220779,0.049675325
E02000439,0.034097421,0.011747851,0.085673352
E02000440,0.030507559,0.003509719,0.031587473
E02000441,0.041111981,0.01174628,0.044635865
E02000442,0.045108696,0.005978261,0.04673913
E02000443,0.044653932,0.010419251,0.070702059
E02000444,0.036950829,0.004364271,0.035496072
E02000445,0.0375,0.014732143,0.074776786
E02000447,0.034662691,0.004845322,0.044353336
E02000448,0.025850926,0.00344679,0.028866868
E02000449,0.02917535,0.003572492,0.023816612
E02000451,0.045810978,0.00536525,0.026826248
E02000452,0.063338301,0.005961252,0.041728763
E02000453,0.048928778,0.007237985,0.039374638
E02000454,0.026305301,0.007572738,0.015145476
E02000455,0.038046272,0.00437018,0.045501285
E02000456,0.038872692,0.004211208,0.0505345
E02000457,0.053264605,0.013316151,0.04080756
E02000459,0.024807056,0.01047409,0.056229327
E02000460,0.043509272,0.009985735,0.085948645
E02000461,0.035701785,0.001750088,0.02940147
E02000462,0.037907506,0.012509477,0.049658832
E02000463,0.028621495,0.007301402,0.051693925
E02000464,0.00504838,0.003365587,0.054270088
E02000465,0.003406627,0.001548467,0.0610096
E02000466,0.009981285,0.007174049,0.048034934
E02000467,0.003674669,0.004409603,0.103625674
E02000468,0.007350368,0.006300315,0.03920196
E02000469,0.009535161,0.003178387,0.089392133
E02000470,0.006401138,0.001778094,0.033072546
E02000471,0.006541648,0.00087222,0.025730484
E02000472,0.012044472,0.004323657,0.033353922
E02000473,0.013626251,0.002224694,0.027252503
E02000474,0.01443299,0.002356406,0.0365243
E02000475,0.00461361,0.004036909,0.019607843
E02000476,0.016819974,0.007621551,0.057030223
E02000477,0.011339258,0.00520993,0.015323322
E02000478,0.04950495,0.00990099,0.033779849
E02000479,0.010809313,0.010532151,0.040465632
E02000480,0.0128522,0.017548196,0.069204152
E02000481,0.000395883,0.001583531,0.007521774
E02000482,0.005268704,0.004741834,0.012644889
E02000483,0.001898975,0.003797949,0.014812002
E02000484,0.004149378,0.004840941,0.02351314
E02000485,0.005414552,0.003384095,0.015566836
E02000486,0.003550296,0.002366864,0.030374753
E02000487,0.000877578,0.001316367,0.007898201
E02000488,0.000819672,0.001229508,0.022131148
E02000489,0.006690141,0.012676056,0.070422535
E02000490,0.013035382,0.005586592,0.062569832
E02000491,0.004926108,0.011083744,0.105295567
E02000492,0.007186858,0.002566735,0.052361396
E02000493,0.004166667,0.003409091,0.098484848
E02000494,0.04087929,0.005013498,0.028924026
E02000495,0.024170738,0.00231422,0.025713551
E02000496,0.003174603,0.002469136,0.02292769
E02000497,0.019224806,0.009302326,0.013643411
E02000498,0.003679853,0.002299908,0.009659614
E02000499,0.019487963,0.003821169,0.00993504
E02000500,0.018168055,0.000757002,0.00681302
E02000501,0.013797429,0.003135779,0.015365318
E02000502,0.010947764,0.002815139,0.018767595
E02000503,0.01082544,0.003788904,0.012719892
E02000504,0.013585838,0.000411692,0.012350762
E02000506,0.030387845,0.004798081,0.021591363
E02000507,0.031129653,0.011232349,0.026636714
E02000508,0.01774398,0.019011407,0.055766793
E02000509,0.038437303,0.032976265,0.061751733
E02000510,0.036412078,0.015689757,0.039076377
E02000511,0.041755319,0.007978723,0.052659574
E02000512,0.046470063,0.012511171,0.072088174
E02000513,0.041279922,0.008793356,0.123839766
E02000514,0.056742815,0.010316875,0.055023336
E02000515,0.021366617,0.022635921,0.055637825
E02000516,0.065124934,0.014619883,0.067251462
E02000517,0.046683047,0.018291018,0.101829102
E02000518,0.026864035,0.019188596,0.04879386
E02000519,0.070453304,0.021572911,0.078918624
E02000520,0.077065733,0.015454358,0.096229137
E02000521,0.056117755,0.013569457,0.07175713
E02000522,0.030941584,0.01093625,0.064283809
E02000523,0.085075703,0.010334054,0.077385244
E02000524,0.052573932,0.003650968,0.041255933
E02000525,0.071499503,0.008192651,0.079692155
E02000526,0.007255442,0.002251689,0.01376032
E02000528,0.021459227,0.005462349,0.075692548
E02000529,0.097125314,0.008372872,0.055819146
E02000530,0.099507736,0.011251758,0.106891702
E02000531,0.017681334,0.008237894,0.045609805
E02000532,0.01003861,0.003088803,0.035263835
E02000533,0.008209746,0.002383475,0.024099576
E02000534,0.060631698,0.009588268,0.036379019
E02000535,0.110086911,0.007637609,0.027390045
E02000536,0.103826531,0.014540816,0.039285714
E02000537,0.073807621,0.013056222,0.024513722
E02000538,0.125811688,0.003246753,0.056277056
E02000539,0.026669119,0.011587272,0.047452639
E02000540,0.048997207,0.015232292,0.044935263
E02000541,0.081997372,0.007095926,0.065177398
E02000542,0.070221376,0.012854082,0.043323018
E02000543,0.057628884,0.013192154,0.038014234
E02000544,0.052363854,0.009275883,0.028725314
E02000545,0.029225908,0.006319115,0.087941022
E02000546,0.129514608,0.015412928,0.048769266
E02000547,0.044850915,0.010022551,0.05387121
E02000548,0.038393084,0.00661073,0.05466565
E02000549,0.050224215,0.017040359,0.039686099
E02000550,0.03234127,0.004563492,0.064087302
E02000551,0.041911372,0.017618793,0.080352376
E02000552,0.028989292,0.002611648,0.054061113
E02000553,0.029531192,0.006644518,0.046880768
E02000554,0.003138075,0.018828452,0.094560669
E02000555,0.006444906,0.020582121,0.060706861
E02000556,0.004046349,0.02188707,0.058304212
E02000557,0.00431241,0.008864399,0.057259224
E02000558,0.005055368,0.041165142,0.148531536
E02000559,0.002675448,0.020374563,0.040954929
E02000560,0.003232223,0.013923421,0.033814023
E02000561,0.012275964,0.00662902,0.03044439
E02000562,0.003116012,0.01653883,0.052492809
E02000563,0.002400698,0.020733304,0.083587953
E02000564,0.004279601,0.012997305,0.052464733
E02000565,0.003270111,0.022890778,0.082406802
E02000566,0.00110424,0.01479682,0.033348057
E02000567,0.00348201,0.017078428,0.047421655
E02000568,0.008209116,0.023547202,0.084035429
E02000569,0.00373413,0.017923824,0.058252427
E02000570,0.002507837,0.005642633,0.017972832
E02000571,0.001942219,0.023792183,0.060937121
E02000572,0.009528347,0.058837542,0.09147213
E02000573,0.002755989,0.009539962,0.028195887
E02000574,0.008040626,0.01988997,0.056707575
E02000575,0.008364899,0.014046717,0.050978535
E02000576,0.004387889,0.019526108,0.081834138
E02000577,0.00765228,0.016835017,0.139883685
E02000578,0.003766478,0.016572505,0.119397363
E02000579,0.002141328,0.005948132,0.054484892
E02000580,0.002199736,0.005279366,0.065992081
E02000581,0.002531646,0.012025316,0.119620253
E02000582,0.002498126,0.00374719,0.025480889
E02000583,0.001692525,0.003102962,0.017207334
E02000584,0.004935834,0.001233959,0.014067127
E02000585,0.007226514,0.002741091,0.033391478
E02000586,0.009573092,0.002846054,0.014489004
E02000587,0.009606725,0.001200841,0.010507355
E02000588,0.005533597,0,0.014229249
E02000589,0.009489917,0.001423488,0.026097272
E02000590,0.008064516,0.010856079,0.035980149
E02000591,0.012665862,0.006332931,0.042822678
E02000592,0.004327755,0.001442585,0.011829198
E02000593,0.006295643,0.00352556,0.023671619
E02000594,0.002735978,0.002393981,0.026333789
E02000595,0.002718212,0.002416188,0.016309272
E02000596,0.002789047,0,0.01648073
E02000597,0.012971342,0.02081448,0.05852187
E02000598,0.007615894,0.00397351,0.006622517
E02000599,0.033633164,0.007039499,0.033633164
E02000600,0.014914055,0.006572295,0.029322548
E02000601,0.012609315,0.006304657,0.015863331
E02000602,0.011531767,0.007180157,0.036335944
E02000603,0.028448276,0.012068966,0.031034483
E02000604,0.023942094,0.006959911,0.013641425
E02000605,0.027159686,0.008180628,0.010798429
E02000606,0.008638894,0.002879631,0.01593396
E02000607,0.013061485,0.00223001,0.021344377
E02000608,0.007230117,0.00398903,0.024682124
E02000609,0.089719626,0.005233645,0.024299065
E02000610,0.008905186,0.003666841,0.022786799
E02000611,0.025041736,0.006260434,0.00918197
E02000612,0.041552198,0.008241758,0.009958791
E02000613,0.009596387,0.00677392,0.026248942
E02000614,0.034967039,0.007738607,0.022355976
E02000615,0.016734973,0.00307377,0.022540984
E02000616,0.009403107,0.002044154,0.012264922
E02000617,0.006301919,0.002864509,0.019478659
E02000619,0.00485306,0.010784578,0.171744406
E02000620,0.00409571,0.005173529,0.141840914
E02000621,0.006040015,0.005285013,0.098150245
E02000622,0.002647413,0.008423586,0.1188929
E02000623,0.002321383,0.005416559,0.169976786
E02000624,0.004320203,0.007115629,0.172045743
E02000625,0.005457997,0.007356431,0.192453726
E02000626,0.00464876,0.009297521,0.266012397
E02000627,0.005031681,0.003168095,0.116846813
E02000628,0.004948365,0.010327022,0.194492255
E02000629,0.003356956,0.007646401,0.055576278
